,index,Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
23018,5450,2012-08-15 02:00:00,19.5,18.7,95,9,25.0,100.63,Rain
23019,5451,2012-08-15 03:00:00,19.1,18.0,93,9,25.0,100.58,Cloudy
23020,5452,2012-08-15 04:00:00,18.8,17.7,93,4,19.3,100.56,Cloudy
23021,5453,2012-08-15 05:00:00,18.9,17.6,92,4,24.1,100.62,Cloudy
23022,5454,2012-08-15 06:00:00,19.3,17.5,89,0,24.1,100.65,Cloudy
23023,5455,2012-08-15 07:00:00,18.8,17.7,93,0,24.1,100.69,Drizzle
23024,5456,2012-08-15 08:00:00,20.1,18.2,89,0,24.1,100.69,Mostly Cloudy
23025,5457,2012-08-15 09:00:00,21.0,18.4,85,11,24.1,100.73,Mostly Cloudy
23026,5458,2012-08-15 10:00:00,21.5,18.3,82,13,24.1,100.75,Cloudy
23027,5459,2012-08-15 11:00:00,21.6,18.2,81,9,24.1,100.78,Mostly Cloudy
23028,5460,2012-08-15 12:00:00,23.7,17.8,70,7,24.1,100.73,Mostly Cloudy
23029,5461,2012-08-15 13:00:00,25.3,18.0,64,9,24.1,100.72,Mostly Cloudy
23030,5462,2012-08-15 14:00:00,25.2,16.7,59,15,24.1,100.7,Mainly Clear
23031,5463,2012-08-15 15:00:00,25.7,17.8,62,15,24.1,100.68,Mainly Clear
23032,5464,2012-08-15 16:00:00,25.7,16.4,56,17,24.1,100.69,Mainly Clear
23033,5465,2012-08-15 17:00:00,25.6,15.7,54,13,24.1,100.67,Mainly Clear
23034,5466,2012-08-15 18:00:00,24.9,16.0,58,13,24.1,100.68,Mainly Clear
23035,5467,2012-08-15 19:00:00,22.5,16.1,67,7,24.1,100.69,Mainly Clear
23036,5468,2012-08-15 20:00:00,21.7,16.1,70,6,25.0,100.71,Mainly Clear
23037,5469,2012-08-15 21:00:00,20.4,15.9,75,6,25.0,100.7,Clear
23038,5470,2012-08-15 22:00:00,19.9,16.0,78,7,25.0,100.76,Mainly Clear
23039,5471,2012-08-15 23:00:00,20.6,16.5,77,0,25.0,100.81,Mainly Clear
23040,5472,2012-08-16 00:00:00,18.9,16.2,84,9,25.0,100.76,Clear
23041,5473,2012-08-16 01:00:00,18.5,16.0,85,9,25.0,100.76,Mainly Clear
23042,5474,2012-08-16 02:00:00,17.8,15.7,88,6,25.0,100.75,Mainly Clear
23043,5475,2012-08-16 03:00:00,17.4,15.6,89,6,25.0,100.76,Mainly Clear
23044,5476,2012-08-16 04:00:00,16.7,15.2,91,6,25.0,100.79,Mainly Clear
23045,5477,2012-08-16 05:00:00,16.6,15.3,92,0,25.0,100.81,Mainly Clear
23046,5478,2012-08-16 06:00:00,18.2,15.7,85,0,48.3,100.85,Mainly Clear
23047,5479,2012-08-16 07:00:00,19.3,16.8,85,9,24.1,100.87,Mostly Cloudy
23048,5480,2012-08-16 08:00:00,20.5,17.2,81,7,48.3,100.82,Mainly Clear
23049,5481,2012-08-16 09:00:00,21.7,17.8,79,0,48.3,100.79,Mostly Cloudy
23050,5482,2012-08-16 10:00:00,23.8,17.7,69,0,24.1,100.78,Mainly Clear
23051,5483,2012-08-16 11:00:00,23.8,17.3,67,7,24.1,100.74,Mostly Cloudy
23052,5484,2012-08-16 12:00:00,24.9,16.7,60,6,24.1,100.71,Mostly Cloudy
23053,5485,2012-08-16 13:00:00,25.8,17.3,59,11,24.1,100.71,Mainly Clear
23054,5486,2012-08-16 14:00:00,25.9,15.7,53,17,24.1,100.71,Mainly Clear
23055,5487,2012-08-16 15:00:00,26.9,15.6,50,13,24.1,100.63,Mainly Clear
23056,5488,2012-08-16 16:00:00,27.0,12.6,41,7,24.1,100.54,Mainly Clear
23057,5489,2012-08-16 17:00:00,26.4,14.7,49,9,24.1,100.53,Mainly Clear
23058,5490,2012-08-16 18:00:00,24.9,14.4,52,7,24.1,100.49,Clear
23059,5491,2012-08-16 19:00:00,23.7,13.8,54,4,24.1,100.5,Mainly Clear
23060,5492,2012-08-16 20:00:00,23.5,15.3,60,6,25.0,100.52,Mainly Clear
23061,5493,2012-08-16 21:00:00,21.6,17.4,77,6,25.0,100.5,Mainly Clear
23062,5494,2012-08-16 22:00:00,22.0,17.5,76,4,25.0,100.48,Mainly Clear
23063,5495,2012-08-16 23:00:00,22.3,17.6,75,9,25.0,100.48,Mainly Clear
23064,5496,2012-08-17 00:00:00,21.9,17.0,74,7,25.0,100.51,Mainly Clear
23065,5497,2012-08-17 01:00:00,21.1,17.3,79,11,25.0,100.47,Clear
23066,5498,2012-08-17 02:00:00,18.9,16.5,86,4,25.0,100.44,Clear
23067,5499,2012-08-17 03:00:00,18.7,16.3,86,0,25.0,100.37,Clear
23068,5500,2012-08-17 04:00:00,18.2,16.1,88,11,25.0,100.32,Mainly Clear
23069,5501,2012-08-17 05:00:00,17.6,15.3,86,7,25.0,100.3,Clear
23070,5502,2012-08-17 06:00:00,18.2,14.9,81,11,24.1,100.28,Mostly Cloudy
23071,5503,2012-08-17 07:00:00,19.5,16.0,80,15,24.1,100.24,Mostly Cloudy
23072,5504,2012-08-17 08:00:00,21.1,17.3,79,17,24.1,100.21,Cloudy
23073,5505,2012-08-17 09:00:00,21.4,17.0,76,17,24.1,100.17,Rain Showers
23074,5506,2012-08-17 10:00:00,21.8,17.0,74,13,24.1,100.13,Cloudy
23075,5507,2012-08-17 11:00:00,23.5,17.8,70,11,24.1,100.1,Cloudy
23076,5508,2012-08-17 12:00:00,22.7,19.1,80,15,24.1,100.09,Rain Showers
23077,5509,2012-08-17 13:00:00,24.1,19.2,74,20,24.1,100.06,Cloudy
23078,5510,2012-08-17 14:00:00,24.8,18.6,68,24,24.1,100.06,Cloudy
23079,5511,2012-08-17 15:00:00,24.9,15.8,57,30,24.1,100.11,Mostly Cloudy
23080,5512,2012-08-17 16:00:00,24.3,14.6,55,28,24.1,100.14,Mostly Cloudy
23081,5513,2012-08-17 17:00:00,24.8,15.7,57,30,24.1,100.15,Mostly Cloudy
23082,5514,2012-08-17 18:00:00,23.9,16.1,62,24,48.3,100.19,Mostly Cloudy
23083,5515,2012-08-17 19:00:00,23.4,16.3,64,17,48.3,100.24,Mainly Clear
23084,5516,2012-08-17 20:00:00,22.4,15.8,66,13,25.0,100.34,Mainly Clear
23085,5517,2012-08-17 21:00:00,21.7,14.9,65,9,25.0,100.37,Mainly Clear
23086,5518,2012-08-17 22:00:00,21.1,14.2,65,13,25.0,100.4,Mainly Clear
23087,5519,2012-08-17 23:00:00,18.6,13.0,70,13,25.0,100.44,Mainly Clear
23088,5520,2012-08-18 00:00:00,18.1,11.3,64,11,25.0,100.47,Mainly Clear
23089,5521,2012-08-18 01:00:00,17.7,11.3,66,9,25.0,100.51,Clear
23090,5522,2012-08-18 02:00:00,15.3,11.1,76,7,25.0,100.52,Mainly Clear
23091,5523,2012-08-18 03:00:00,15.7,11.2,75,7,25.0,100.54,Mainly Clear
23092,5524,2012-08-18 04:00:00,14.8,10.9,77,11,25.0,100.57,Mainly Clear
23093,5525,2012-08-18 05:00:00,14.8,11.1,78,13,24.1,100.64,Mainly Clear
23094,5526,2012-08-18 06:00:00,15.1,12.0,82,17,48.3,100.69,Mainly Clear
23095,5527,2012-08-18 07:00:00,15.6,12.2,80,20,48.3,100.77,Mainly Clear
23096,5528,2012-08-18 08:00:00,17.1,12.6,75,17,48.3,100.79,Mainly Clear
23097,5529,2012-08-18 09:00:00,18.0,11.7,67,19,24.1,100.82,Mainly Clear
23098,5530,2012-08-18 10:00:00,18.3,11.6,65,17,24.1,100.83,Mostly Cloudy
23099,5531,2012-08-18 11:00:00,19.0,10.9,59,19,48.3,100.84,Mostly Cloudy
23100,5532,2012-08-18 12:00:00,21.0,11.2,53,22,48.3,100.83,Mainly Clear
23101,5533,2012-08-18 13:00:00,21.2,10.4,50,20,48.3,100.85,Mainly Clear
23102,5534,2012-08-18 14:00:00,20.1,10.2,53,17,48.3,100.81,Mainly Clear
23103,5535,2012-08-18 15:00:00,22.0,9.3,44,20,48.3,100.79,Mainly Clear
23104,5536,2012-08-18 16:00:00,21.3,7.8,42,22,48.3,100.78,Mostly Cloudy
23105,5537,2012-08-18 17:00:00,21.3,8.1,43,13,48.3,100.78,Mostly Cloudy
23106,5538,2012-08-18 18:00:00,20.8,6.9,40,15,48.3,100.8,Mostly Cloudy
23107,5539,2012-08-18 19:00:00,18.4,7.6,49,11,48.3,100.83,Mainly Clear
23108,5540,2012-08-18 20:00:00,18.6,7.9,50,7,25.0,100.88,Clear
23109,5541,2012-08-18 21:00:00,15.9,8.6,62,6,25.0,100.88,Clear
23110,5542,2012-08-18 22:00:00,15.2,8.9,66,6,25.0,100.89,Mainly Clear
23111,5543,2012-08-18 23:00:00,16.6,10.2,66,0,25.0,100.91,Clear
23112,5544,2012-08-19 00:00:00,16.0,11.5,75,9,25.0,100.96,Clear
23113,5545,2012-08-19 01:00:00,16.6,9.9,65,13,25.0,100.98,Clear
23114,5546,2012-08-19 02:00:00,16.3,11.2,72,13,25.0,100.96,Clear
23115,5547,2012-08-19 03:00:00,15.8,11.2,74,11,25.0,100.94,Clear
23116,5548,2012-08-19 04:00:00,13.3,10.9,85,7,25.0,100.94,Clear
23117,5549,2012-08-19 05:00:00,12.8,11.0,89,9,24.1,100.97,Mainly Clear
23118,5550,2012-08-19 06:00:00,15.2,12.2,82,15,48.3,101.02,Mainly Clear
23119,5551,2012-08-19 07:00:00,16.5,12.6,78,13,48.3,101.06,Mainly Clear
23120,5552,2012-08-19 08:00:00,17.5,13.3,76,15,48.3,101.06,Clear
23121,5553,2012-08-19 09:00:00,19.4,14.3,72,11,48.3,101.06,Mainly Clear
23122,5554,2012-08-19 10:00:00,20.6,14.5,68,9,48.3,101.02,Mainly Clear
23123,5555,2012-08-19 11:00:00,22.5,13.8,58,15,48.3,101.0,Mainly Clear
23124,5556,2012-08-19 12:00:00,23.3,12.7,51,15,48.3,100.93,Mostly Cloudy
23125,5557,2012-08-19 13:00:00,23.3,11.3,47,13,48.3,100.9,Mostly Cloudy
23126,5558,2012-08-19 14:00:00,24.5,10.6,42,15,48.3,100.84,Mostly Cloudy
23127,5559,2012-08-19 15:00:00,23.5,11.3,46,17,48.3,100.77,Mostly Cloudy
23128,5560,2012-08-19 16:00:00,23.5,11.0,45,13,48.3,100.74,Cloudy
23129,5561,2012-08-19 17:00:00,23.7,10.6,44,13,48.3,100.73,Mostly Cloudy
23130,5562,2012-08-19 18:00:00,22.1,12.3,54,9,48.3,100.74,Mostly Cloudy
23131,5563,2012-08-19 19:00:00,20.7,11.7,56,11,48.3,100.75,Mostly Cloudy
23132,5564,2012-08-19 20:00:00,19.5,12.1,62,6,25.0,100.83,Mainly Clear
23133,5565,2012-08-19 21:00:00,16.7,12.2,75,4,25.0,100.81,Mainly Clear
23134,5566,2012-08-19 22:00:00,17.6,11.6,68,0,25.0,100.79,Clear
23135,5567,2012-08-19 23:00:00,16.8,11.6,71,0,25.0,100.78,Mainly Clear
23136,5568,2012-08-20 00:00:00,15.4,11.9,80,0,25.0,100.79,Mainly Clear
23137,5569,2012-08-20 01:00:00,16.5,13.6,83,0,25.0,100.75,Mainly Clear
23138,5570,2012-08-20 02:00:00,15.3,13.5,89,0,25.0,100.75,Clear
23139,5571,2012-08-20 03:00:00,15.6,13.3,86,0,25.0,100.75,Mainly Clear
23140,5572,2012-08-20 04:00:00,15.3,13.2,87,0,25.0,100.72,Mainly Clear
23141,5573,2012-08-20 05:00:00,14.5,13.4,93,0,25.0,100.72,Mainly Clear
23142,5574,2012-08-20 06:00:00,16.0,12.8,81,6,48.3,100.76,Mainly Clear
23143,5575,2012-08-20 07:00:00,17.8,13.6,76,7,48.3,100.77,Mainly Clear
23144,5576,2012-08-20 08:00:00,19.0,14.4,75,11,48.3,100.76,Mainly Clear
23145,5577,2012-08-20 09:00:00,20.2,13.9,67,11,48.3,100.78,Clear
23146,5578,2012-08-20 10:00:00,21.6,14.2,63,17,48.3,100.77,Mostly Cloudy
23147,5579,2012-08-20 11:00:00,23.1,15.7,63,13,48.3,100.74,Mainly Clear
23148,5580,2012-08-20 12:00:00,24.8,13.5,49,17,24.1,100.69,Mainly Clear
23149,5581,2012-08-20 13:00:00,24.6,13.2,49,17,24.1,100.64,Mainly Clear
23150,5582,2012-08-20 14:00:00,25.2,11.7,43,11,24.1,100.62,Mainly Clear
23151,5583,2012-08-20 15:00:00,24.6,10.5,41,15,24.1,100.6,Mainly Clear
23152,5584,2012-08-20 16:00:00,24.4,10.4,41,13,24.1,100.56,Clear
23153,5585,2012-08-20 17:00:00,23.8,10.6,43,13,24.1,100.57,Mainly Clear
23154,5586,2012-08-20 18:00:00,22.5,10.0,45,17,24.1,100.64,Mainly Clear
23155,5587,2012-08-20 19:00:00,20.1,9.0,49,9,24.1,100.69,Mainly Clear
23156,5588,2012-08-20 20:00:00,18.4,9.4,56,9,25.0,100.75,Clear
23157,5589,2012-08-20 21:00:00,18.2,9.9,58,7,25.0,100.77,Mainly Clear
23158,5590,2012-08-20 22:00:00,18.5,10.0,58,7,25.0,100.78,Mainly Clear
23159,5591,2012-08-20 23:00:00,16.6,10.8,69,6,25.0,100.8,Mainly Clear
23160,5592,2012-08-21 00:00:00,16.5,10.4,67,4,25.0,100.82,Mainly Clear
23161,5593,2012-08-21 01:00:00,15.0,10.8,76,4,25.0,100.85,Mainly Clear
23162,5594,2012-08-21 02:00:00,15.9,11.0,73,0,25.0,100.9,Mostly Cloudy
23163,5595,2012-08-21 03:00:00,15.9,11.3,74,0,25.0,100.92,Mostly Cloudy
23164,5596,2012-08-21 04:00:00,16.1,11.0,72,6,25.0,100.93,Mainly Clear
23165,5597,2012-08-21 05:00:00,15.0,10.3,73,0,24.1,100.99,Mainly Clear
23166,5598,2012-08-21 06:00:00,14.6,10.9,78,7,48.3,101.02,Mainly Clear
23167,5599,2012-08-21 07:00:00,17.2,12.6,74,6,48.3,101.08,Mainly Clear
23168,5600,2012-08-21 08:00:00,19.3,11.8,62,7,48.3,101.12,Mostly Cloudy
23169,5601,2012-08-21 09:00:00,20.4,9.1,48,13,48.3,101.15,Mostly Cloudy
23170,5602,2012-08-21 10:00:00,21.8,10.9,50,13,48.3,101.18,Mainly Clear
23171,5603,2012-08-21 11:00:00,21.1,9.6,48,11,48.3,101.17,Mainly Clear
23172,5604,2012-08-21 12:00:00,23.7,10.4,43,17,48.3,101.19,Mainly Clear
23173,5605,2012-08-21 13:00:00,23.2,10.3,44,22,48.3,101.19,Mostly Cloudy
23174,5606,2012-08-21 14:00:00,22.6,10.9,48,15,48.3,101.18,Mostly Cloudy
23175,5607,2012-08-21 15:00:00,23.4,11.4,47,19,48.3,101.15,Mostly Cloudy
23176,5608,2012-08-21 16:00:00,23.1,11.9,49,17,48.3,101.14,Mostly Cloudy
23177,5609,2012-08-21 17:00:00,22.6,10.9,48,19,48.3,101.17,Mostly Cloudy
23178,5610,2012-08-21 18:00:00,22.4,10.8,48,13,48.3,101.18,Mostly Cloudy
23179,5611,2012-08-21 19:00:00,22.1,11.7,52,7,48.3,101.21,Mostly Cloudy
23180,5612,2012-08-21 20:00:00,21.5,10.7,50,6,25.0,101.25,Mainly Clear
23181,5613,2012-08-21 21:00:00,19.2,12.9,67,20,24.1,101.36,Mostly Cloudy
23182,5614,2012-08-21 22:00:00,18.5,13.3,72,6,25.0,101.33,Mostly Cloudy
23183,5615,2012-08-21 23:00:00,18.1,13.6,75,4,25.0,101.34,Mostly Cloudy
23184,5616,2012-08-22 00:00:00,19.0,14.6,76,13,25.0,101.34,Mostly Cloudy
23185,5617,2012-08-22 01:00:00,18.6,14.7,78,15,25.0,101.33,Rain Showers
23186,5618,2012-08-22 02:00:00,18.8,13.8,73,11,25.0,101.35,Mostly Cloudy
23187,5619,2012-08-22 03:00:00,18.8,12.0,65,13,25.0,101.38,Cloudy
23188,5620,2012-08-22 04:00:00,18.6,12.1,66,9,25.0,101.39,Cloudy
23189,5621,2012-08-22 05:00:00,18.0,12.4,70,7,48.3,101.41,Mainly Clear
23190,5622,2012-08-22 06:00:00,17.6,12.6,72,6,48.3,101.45,Mainly Clear
23191,5623,2012-08-22 07:00:00,18.9,12.1,65,15,48.3,101.46,Mainly Clear
23192,5624,2012-08-22 08:00:00,19.9,11.7,59,15,48.3,101.48,Mainly Clear
23193,5625,2012-08-22 09:00:00,21.1,12.9,59,15,48.3,101.5,Mostly Cloudy
23194,5626,2012-08-22 10:00:00,22.0,14.1,61,17,48.3,101.5,Mainly Clear
23195,5627,2012-08-22 11:00:00,23.2,13.9,56,24,48.3,101.46,Mainly Clear
23196,5628,2012-08-22 12:00:00,24.4,12.9,49,24,48.3,101.44,Mainly Clear
23197,5629,2012-08-22 13:00:00,25.8,12.8,44,24,48.3,101.39,Mainly Clear
23198,5630,2012-08-22 14:00:00,25.5,11.5,42,19,48.3,101.35,Mainly Clear
23199,5631,2012-08-22 15:00:00,25.7,10.9,39,20,48.3,101.33,Clear
23200,5632,2012-08-22 16:00:00,25.6,10.6,39,28,48.3,101.28,Mainly Clear
23201,5633,2012-08-22 17:00:00,25.4,10.9,40,15,48.3,101.27,Mainly Clear
23202,5634,2012-08-22 18:00:00,25.1,10.5,40,11,48.3,101.24,Mainly Clear
23203,5635,2012-08-22 19:00:00,23.9,12.7,49,9,48.3,101.25,Mainly Clear
23204,5636,2012-08-22 20:00:00,23.3,14.6,58,13,25.0,101.28,Mainly Clear
23205,5637,2012-08-22 21:00:00,22.5,14.2,59,15,25.0,101.29,Clear
23206,5638,2012-08-22 22:00:00,21.9,14.0,61,17,25.0,101.27,Mainly Clear
23207,5639,2012-08-22 23:00:00,21.5,12.7,57,19,25.0,101.26,Mainly Clear
23208,5640,2012-08-23 00:00:00,20.7,12.0,57,11,24.1,101.29,Mainly Clear
23209,5641,2012-08-23 01:00:00,20.2,12.9,63,13,25.0,101.29,Mainly Clear
23210,5642,2012-08-23 02:00:00,19.3,13.0,67,13,25.0,101.32,Mostly Cloudy
23211,5643,2012-08-23 03:00:00,18.9,12.8,68,13,25.0,101.31,Mainly Clear
23212,5644,2012-08-23 04:00:00,18.9,13.5,71,15,25.0,101.31,Mainly Clear
23213,5645,2012-08-23 05:00:00,18.5,14.3,77,15,25.0,101.33,Mainly Clear
23214,5646,2012-08-23 06:00:00,19.1,15.2,78,24,24.1,101.36,Mainly Clear
23215,5647,2012-08-23 07:00:00,20.3,15.9,76,19,24.1,101.37,Clear
23216,5648,2012-08-23 08:00:00,21.8,15.8,69,22,24.1,101.37,Mainly Clear
23217,5649,2012-08-23 09:00:00,22.9,16.8,69,24,48.3,101.39,Mainly Clear
23218,5650,2012-08-23 10:00:00,23.9,15.1,58,22,48.3,101.39,Mainly Clear
23219,5651,2012-08-23 11:00:00,26.0,16.0,54,24,48.3,101.37,Mainly Clear
23220,5652,2012-08-23 12:00:00,26.5,15.5,51,28,48.3,101.36,Mostly Cloudy
23221,5653,2012-08-23 13:00:00,27.0,15.6,50,26,48.3,101.37,Mostly Cloudy
23222,5654,2012-08-23 14:00:00,25.0,15.4,55,13,24.1,101.37,Rain Showers
23223,5655,2012-08-23 15:00:00,25.8,16.2,55,19,48.3,101.35,Mostly Cloudy
23224,5656,2012-08-23 16:00:00,25.6,15.5,54,22,48.3,101.34,Mainly Clear
23225,5657,2012-08-23 17:00:00,25.9,15.7,53,17,48.3,101.33,Mainly Clear
23226,5658,2012-08-23 18:00:00,25.0,16.0,57,11,48.3,101.34,Mainly Clear
23227,5659,2012-08-23 19:00:00,22.6,15.8,65,9,25.0,101.36,Mainly Clear
23228,5660,2012-08-23 20:00:00,21.8,16.1,70,7,25.0,101.41,Clear
23229,5661,2012-08-23 21:00:00,22.9,16.6,68,7,25.0,101.47,Mainly Clear
23230,5662,2012-08-23 22:00:00,20.5,16.3,77,6,25.0,101.53,Mostly Cloudy
23231,5663,2012-08-23 23:00:00,21.8,16.7,73,6,25.0,101.55,Mainly Clear
23232,5664,2012-08-24 00:00:00,19.1,16.2,83,4,25.0,101.59,Mainly Clear
23233,5665,2012-08-24 01:00:00,19.2,15.6,80,13,25.0,101.62,Mainly Clear
23234,5666,2012-08-24 02:00:00,20.4,12.4,60,9,25.0,101.63,Mostly Cloudy
23235,5667,2012-08-24 03:00:00,19.6,12.4,63,13,25.0,101.64,Mainly Clear
23236,5668,2012-08-24 04:00:00,19.0,12.6,66,13,25.0,101.65,Mainly Clear
23237,5669,2012-08-24 05:00:00,16.4,13.7,84,6,48.3,101.72,Mainly Clear
23238,5670,2012-08-24 06:00:00,16.6,12.9,79,11,48.3,101.76,Mainly Clear
23239,5671,2012-08-24 07:00:00,18.5,12.4,68,11,24.1,101.78,Mainly Clear
23240,5672,2012-08-24 08:00:00,20.7,13.0,61,7,24.1,101.8,Clear
23241,5673,2012-08-24 09:00:00,22.1,13.1,57,9,48.3,101.81,Mainly Clear
23242,5674,2012-08-24 10:00:00,24.2,13.3,51,13,48.3,101.84,Mainly Clear
23243,5675,2012-08-24 11:00:00,25.4,13.4,47,0,48.3,101.82,Mainly Clear
23244,5676,2012-08-24 12:00:00,26.5,13.9,46,6,48.3,101.8,Mainly Clear
23245,5677,2012-08-24 13:00:00,27.3,14.2,45,4,48.3,101.77,Mainly Clear
23246,5678,2012-08-24 14:00:00,27.7,13.5,42,11,48.3,101.71,Mainly Clear
23247,5679,2012-08-24 15:00:00,27.7,12.5,39,9,48.3,101.69,Mainly Clear
23248,5680,2012-08-24 16:00:00,27.9,13.3,41,11,48.3,101.68,Mainly Clear
23249,5681,2012-08-24 17:00:00,27.3,13.7,43,6,48.3,101.7,Mainly Clear
23250,5682,2012-08-24 18:00:00,25.8,14.2,49,6,24.1,101.71,Mainly Clear
23251,5683,2012-08-24 19:00:00,26.1,13.4,45,11,25.0,101.73,Mostly Cloudy
23252,5684,2012-08-24 20:00:00,25.9,13.1,45,13,25.0,101.76,Mostly Cloudy
23253,5685,2012-08-24 21:00:00,24.9,13.3,48,7,25.0,101.77,Mainly Clear
23254,5686,2012-08-24 22:00:00,23.0,14.3,58,11,25.0,101.77,Mainly Clear
23255,5687,2012-08-24 23:00:00,22.4,13.8,58,13,25.0,101.79,Mainly Clear
23256,5688,2012-08-25 00:00:00,22.1,13.9,60,9,25.0,101.8,Mostly Cloudy
23257,5689,2012-08-25 01:00:00,21.6,14.0,62,11,25.0,101.77,Mainly Clear
23258,5690,2012-08-25 02:00:00,20.9,13.7,63,6,25.0,101.8,Mainly Clear
23259,5691,2012-08-25 03:00:00,20.9,14.0,65,6,25.0,101.8,Mainly Clear
23260,5692,2012-08-25 04:00:00,20.8,14.3,66,11,25.0,101.81,Mainly Clear
23261,5693,2012-08-25 05:00:00,20.4,14.6,69,4,24.1,101.88,Mainly Clear
23262,5694,2012-08-25 06:00:00,20.2,15.1,72,6,24.1,101.93,Mainly Clear
23263,5695,2012-08-25 07:00:00,21.5,15.9,70,6,24.1,101.96,Mainly Clear
23264,5696,2012-08-25 08:00:00,21.9,16.4,71,4,24.1,101.96,Mainly Clear
23265,5697,2012-08-25 09:00:00,24.8,16.7,61,6,48.3,101.97,Mainly Clear
23266,5698,2012-08-25 10:00:00,26.4,16.6,55,7,48.3,101.97,Clear
23267,5699,2012-08-25 11:00:00,27.1,17.0,54,7,48.3,101.94,Mainly Clear
23268,5700,2012-08-25 12:00:00,29.1,17.3,49,7,48.3,101.92,Mainly Clear
23269,5701,2012-08-25 13:00:00,30.1,16.7,45,11,48.3,101.84,Clear
23270,5702,2012-08-25 14:00:00,30.8,15.7,40,7,48.3,101.79,Mainly Clear
23271,5703,2012-08-25 15:00:00,31.1,15.2,38,9,48.3,101.75,Mainly Clear
23272,5704,2012-08-25 16:00:00,31.1,16.6,42,13,48.3,101.74,Mainly Clear
23273,5705,2012-08-25 17:00:00,30.2,17.1,45,11,48.3,101.72,Mainly Clear
23274,5706,2012-08-25 18:00:00,28.9,16.5,47,13,48.3,101.74,Mainly Clear
23275,5707,2012-08-25 19:00:00,27.0,16.3,52,9,25.0,101.76,Mainly Clear
23276,5708,2012-08-25 20:00:00,26.5,16.6,55,13,25.0,101.78,Mainly Clear
23277,5709,2012-08-25 21:00:00,25.3,17.1,60,11,25.0,101.76,Clear
23278,5710,2012-08-25 22:00:00,23.9,17.3,67,9,25.0,101.8,Clear
23279,5711,2012-08-25 23:00:00,24.0,18.0,69,9,25.0,101.83,Clear
23280,5712,2012-08-26 00:00:00,22.1,18.0,78,11,25.0,101.85,Clear
23281,5713,2012-08-26 01:00:00,22.4,18.4,78,6,25.0,101.89,Clear
23282,5714,2012-08-26 02:00:00,23.4,16.9,67,7,25.0,101.9,Clear
23283,5715,2012-08-26 03:00:00,23.5,16.9,66,15,25.0,101.91,Clear
23284,5716,2012-08-26 04:00:00,23.2,16.9,68,7,25.0,101.95,Clear
23285,5717,2012-08-26 05:00:00,21.2,16.9,76,6,24.1,102.02,Clear
23286,5718,2012-08-26 06:00:00,20.9,17.2,79,0,24.1,102.06,Clear
23287,5719,2012-08-26 07:00:00,22.9,17.1,70,9,24.1,102.1,Clear
23288,5720,2012-08-26 08:00:00,24.2,17.3,65,15,24.1,102.09,Mainly Clear
23289,5721,2012-08-26 09:00:00,24.7,17.5,64,11,24.1,102.08,Mainly Clear
23290,5722,2012-08-26 10:00:00,26.3,17.7,59,15,48.3,102.07,Mainly Clear
23291,5723,2012-08-26 11:00:00,27.9,17.4,53,20,48.3,102.04,Mainly Clear
23292,5724,2012-08-26 12:00:00,28.9,17.1,49,17,48.3,101.99,Mainly Clear
23293,5725,2012-08-26 13:00:00,29.7,16.7,46,13,48.3,101.92,Mainly Clear
23294,5726,2012-08-26 14:00:00,30.2,15.5,41,17,48.3,101.81,Mainly Clear
23295,5727,2012-08-26 15:00:00,30.1,15.7,42,13,48.3,101.76,Mainly Clear
23296,5728,2012-08-26 16:00:00,30.4,16.1,42,11,48.3,101.68,Mainly Clear
23297,5729,2012-08-26 17:00:00,29.5,16.8,46,4,48.3,101.62,Mainly Clear
23298,5730,2012-08-26 18:00:00,28.5,15.2,44,11,48.3,101.56,Mainly Clear
23299,5731,2012-08-26 19:00:00,27.2,14.9,47,15,25.0,101.55,Mainly Clear
23300,5732,2012-08-26 20:00:00,25.7,15.8,54,11,25.0,101.56,Mainly Clear
23301,5733,2012-08-26 21:00:00,24.8,16.1,58,9,25.0,101.55,Mostly Cloudy
23302,5734,2012-08-26 22:00:00,23.9,16.9,65,15,25.0,101.52,Mostly Cloudy
23303,5735,2012-08-26 23:00:00,24.3,17.5,66,15,25.0,101.51,Mostly Cloudy
23304,5736,2012-08-27 00:00:00,24.3,16.9,63,15,25.0,101.49,Mostly Cloudy
23305,5737,2012-08-27 01:00:00,23.2,17.0,68,11,25.0,101.44,Mainly Clear
23306,5738,2012-08-27 02:00:00,22.3,16.2,68,11,25.0,101.43,Mostly Cloudy
23307,5739,2012-08-27 03:00:00,21.8,15.9,69,11,25.0,101.4,Mostly Cloudy
23308,5740,2012-08-27 04:00:00,22.4,15.8,66,13,25.0,101.37,Mostly Cloudy
23309,5741,2012-08-27 05:00:00,21.4,15.7,70,15,24.1,101.36,Mostly Cloudy
23310,5742,2012-08-27 06:00:00,22.0,16.4,71,13,24.1,101.38,Mostly Cloudy
23311,5743,2012-08-27 07:00:00,23.1,16.9,68,13,24.1,101.36,Mostly Cloudy
23312,5744,2012-08-27 08:00:00,24.7,16.7,61,17,24.1,101.33,Mostly Cloudy
23313,5745,2012-08-27 09:00:00,25.6,17.5,61,19,48.3,101.31,Mostly Cloudy
23314,5746,2012-08-27 10:00:00,26.0,17.9,61,22,48.3,101.25,Mostly Cloudy
